Bib_ID,item_barcode,"Nhan đề","Tác giả","Nhà xuất bản","Năm xuất bản"
1785,000011555,"Lý luận chung về nhà nước và pháp luật /  Đinh Văn Mậu, Phạm Hồng Thái","Đinh, Văn Mậu","Tổng hợp Đồng Nai,",2001
1786,000006098,"Trung Quốc những chiến lược lớn /  Hồ An Cương; Trần Khang, Bùi Xuân Tuấn","Hồ, An Cương","Thông tấn,",2003
1787,000019248,"Phương thức Đảng lãnh đạo nhà nước /  Trần Đình Huỳnh","Trần, Đình Huỳnh","Nxb. Hà Nội,",2001
1788,000019262,"Đường lối cách mạng của Đảng cộng sản Việt Nam /  Bộ Giáo dục và Đào tạo","Bộ Giáo dục và Đào tạo","Đại học Kinh tế Quốc dân,",2008
1789,000018991,"Vững bước trên con đường đã chọn /  Hội đồng lý luận trung ương","Hội đồng lý luận trung ương","Chính trị Quốc gia,",2004
1790,000019117,"Văn kiện Đảng toàn tập : 1974. Đảng Cộng sản Việt Nam",,"Chính trị Quốc gia,",2004
1791,000019111,"Văn kiện Đảng toàn tập : 1963. Đảng Cộng sản Việt Nam",,"Chính trị Quốc gia,",2003
1792,000019107,"Văn kiện Đảng toàn tập : 1959. Đảng Cộng sản Việt Nam",,"Chính trị Quốc gia,",2002
1793,000010820,"Văn kiện Đảng toàn tập.  Nguyễn Văn Lanh, Hoàng Bạch Yến, Lê Thị Mai","Nguyễn, Văn Lanh","Chính trị Quốc gia,",2001
1794,000010817,"Văn kiện Đảng toàn tập.  Đảng Cộng sản Việt Nam",,"Chính trị Quốc gia,",2000
1795,000019099,"Văn kiện Đảng toàn tập : 1924 - 1930. Đảng Cộng sản Việt Nam",,"Chính trị Quốc gia,",2002
1796,000006144,"Kiến thức cơ bản về hội nhập kinh tế quốc tế : Tài liệu bồi dưỡng ","Bộ Thương mại","Nxb. Hà Nội,",2004
1797,000006328,"Khu vực hóa và toàn cầu hóa hai mặt của tiến trình hội nhập quốc tế /  Viện Thông tin Khoa học và Xã hội",,"Nxb. Hà Nội,",2000
1798,000002110,"Thị trường ngoại hối Việt Nam trong tiến trình hội nhập quốc tế /  Nguyễn Văn Tiến","Nguyễn, Văn Tiến","Thống kê,",2002
1799,000002073,"Toàn cầu hóa và khu vực hóa cơ hội và thách thức đối với các nước đang phát triển /  Viện Thông tin Khoa học Xã hội","Viện thông tin khoa học xã hội","Thông tin khoa học xã hội - chuyên đề,",2000
1800,000021502,"Đặc biệt tin cậy : Vị đại sứ ở Oasinhton qua sáu đời tổng thống Mỹ / Anatoli Đôbrunhin; Trịnh Trang","Đôbrunhin, Anatoli","Chính trị Quốc gia,",2001
1803,000005905,"Hướng dẫn thực hành chế độ kế toán hành chính sự nghiệp, bài tập và lập báo cáo tài chính : Biên soạn theo chế độ kế toán hành chính sự nghiệp mới / Hà Thị Ngọc Hà, Lê Thị Tuyết Nhung, Nghiêm Mạnh Hùng","Hà, Thị Ngọc Hà","Tài chính,",2006
1804,000002440,"Kinh tế học /  David Begg, Stanley Fischer, Rudiger Dornbusch; Trần Phú Thuyết",,"Giáo dục,",1995
1805,000002764,"Kinh tế học /  David Begg ... [và những người khác]",,"Thống kê,",2008
1806,000003611,"Kinh tế học đại cương : Dành cho khối kinh tế các trường kỹ thuật / Trần Thị Lan Hương",,"Giáo dục,",2011
1807,000006106,"Phương pháp định lượng trong quản lý /  Nguyễn Thống, Cao Hào Thi","Nguyễn, Thống","Thống kê,",1998
1808,000002339,"Kỹ năng quản trị doanh nghiệp /  Nguyễn Minh Trí","Nguyễn, Minh Trí","Lao động - Xã hội,",2006
1809,000003322,"Công thức của vận may : Bí mật về hệ thống cá cược khoa học đánh bại các sòng bạc và phố Wall / William Poundstone; Hoàng Trung, Hồng Vân người dịch,","Poundstone, William","Nxb. Trẻ,",2008
1810,000002726,"Kinh tế lượng : Chương trình nâng cao / Nguyễn Quang Dong","Nguyễn, Quang Dong","Khoa học và kỹ thuật,",2008
1811,000005091,"Kinh tế lượng : Bài tập và hướng dẫn thực hành MFIT3 / Vũ Thiếu, Nguyễn Quang Dong","Vũ, Thiếu","Khoa học và kỹ thuật,",2001
1812,000002084,"Kinh tế lượng : Bài tập và hướng dẫn thực hành MFIT3 / Vũ Thiếu, Nguyễn Quang Dong","Vũ Thiếu","Khoa học và kỹ thuật,",2005
1813,000013809,"Mô hình toán kinh tế /  Bùi Minh Trí","Bùi, Minh Trí","Khoa học và kỹ thuật,",2005
1815,000002724,"Bài tập kinh tế lượng : Với sự trợ giúp của phần mềm Eviews / Nguyễn Quang Dong","Nguyễn, Quang Dong","Khoa học và kỹ thuật,",2008
1816,000013924,"Toán kinh tế /  Bùi Minh Trí","Bùi, Minh Trí","Bách khoa Hà Nội,",2007
1817,000002629,"Nguyên lý thống kê : Lý thuyết thống kê, ứng dụng trong quản lý kinh tế và kinh doanh sản xuất - dịch vụ / Nguyễn Thị Kim Thuý","Nguyễn, Thị Kim Thúy","Nxb. Tp. Hồ Chí Minh,",2008
1818,000001848,"Từ điển kinh tế tài chính kế toán Anh - Pháp - Việt /  Vũ Hữu Tửu ... [và những người khác]",,"Khoa học và kỹ thuật,",2001
1819,000002439,"Bài tập kinh tế học /  Damian Ward , David Begg; Người dịch : Khoa Kinh tế Đại học Kinh tế Quốc dân; Hiệu đính : Nguyễn Văn Công, Hồ Đình Bảo","Ward, Damian","Thống kê,",2008
1820,000002104,"Kinh tế thị trường xã hội hệ thống kinh tế dành cho các nứớc đang phát triển /  Winfriend Jung; Nguyễn Thanh Thuỷ, Bùi Hà Nam","Jung, Winfriend","Đại học Quốc gia Hà Nội,",2001
1821,000006231,"Lịch sử các học thuyết kinh tế /  Mai Ngọc Cường","Mai, Ngọc Cường","Thống kê,",1999
1822,000006269,"Lịch sử các học thuyết kinh tế /  Nguyễn Văn Trình, Nguyễn Văn Luân, Vũ Văn Nghinh","Nguyễn, Văn Trình","Thống kê,",1997
1823,000004778,"Những vấn đề cơ bản của lịch sử các học thuyết kinh tế /  Vũ Hồng Tiến","Vũ, Hồng Tiến","Đại học Quốc gia Hà Nội,",2001
1824,000003340,"Tư tưởng kinh tế kể từ Keynes : Lịch sử và từ điển những tác giả chính / Michel Beaud, Gilles Dostaler, Nguyễn Đôn Phước","Beaud, Michel","Tri thức,",2008
1825,000003661,"Những đỉnh cao chỉ huy : Cuộc chiến vì nền kinh tế thế giới / Daniel Yergin ... [và những người khác]",,"Tri thức,",2008
1826,000012348,"Trung Quốc quá trình công nghiệp hóa trong 20 năm cuối thế kỷ XX /  Phạm Thái Quốc","Phạm, Thái Quốc","Khoa học và kỹ thuật,",2001
1827,000021119,"Nước Việt Nam nhỏ hay không nhỏ ? /  Dương Trung Quốc ... [và những người khác]",,"Thông tấn,",2007
1828,000002331,"Kinh tế Việt Nam đổi mới và phát triển /  Võ Đại Lược","Võ, Đại Lược","Thế giới,",2007
1829,000003861,"Kinh tế Việt Nam 2001 /  Viện Nghiên cứu quản lý kinh tế trung ương","Viện Nghiên cứu khoa học thị trường - giá cả","Chính trị Quốc gia,",2002
1830,000002036,"Kinh tế xã hội Việt Nam 2002 kế hoạch 2003 - tăng trưởng và hội nhập /  Nguyễn Mạnh Hùng","Nguyễn, Mạnh Hùng","Thống kê,",2003
1831,000021476,"Chính sách lao động việc làm.  Việt Nam (CHXHCN)",,"Lao động,",2001
1832,000021172,"Những điều cần biết về đào tạo nghề : Hệ thống văn bản quy phạm pháp luật hiện hành. Hệ thống các cơ sở dạy nghề trên toàn quốc / Tổng cục dạy nghề","Tổng cục dạy nghề","Lao động - Xã hội,",2002
1833,000012185,"Quản lý nguồn lực trong doanh nghiệp /  Trung tâm Thông tin và Tư vấn doanh nghiệp","Viện nghiên cứu và đào tạo về quản lý","Lao động - Xã hội,",2008
1834,000014802,"Khoa học kỹ thuật bảo hộ lao động và một số vấn đề môi trường /  Nguyễn Thế Đạt","Nguyễn, Thế Đạt","Khoa học và kỹ thuật,",2005
1835,000011862,"Tiền tệ, ngân hàng, thị trường tài chính /  Lê Văn Tư, Lê Tùng Vân, Lê Nam Hải","Lê, Văn Tư","Thống kê,",2001
1836,000002392,"Tín dụng tài trợ xuất, nhập khẩu, thanh toán quốc tế và kinh doanh ngoại tệ /  Lê Văn Tư, Lê Tùng Vân","Lê, Văn Tư","Thống kê,",1999
1837,000002178,"Nhập môn toán học tài chính /  Trần Hùng Thao","Trần, Hùng Thao","Khoa học và kỹ thuật,",2004
1838,000001883,"Mô hình phân tích và định giá tài sản tài chính.  Hoàng Đình Tuấn","Hoàng, Đình Tuấn","Khoa học và kỹ thuật,",2011
1839,000002478,"Nguyên lý chung định giá tài sản và giá trị doanh nghiệp /  Nguyễn Minh Hoàng","Nguyễn, Minh Hoàng","Lao động - Xã hội,",2008
1841,000019608,"Dạy con làm giàu : Hướng dẫn đầu tư. Robert T. Kiyosaki, Sharon L. Lechter; Tạ Nguyễn Tấn Trương dịch","Kiyosaki, Robert T.","Nxb. Trẻ,",2006
1842,000009545,"Dạy con làm giàu : Để có sức mạnh về tài chính. Robert T. Kiyosaki, Sharon L. Lechter; Thiên Kim","Kiyosaki, Robert T","Nxb. Trẻ,",2005
1844,000001901,"Bài tập và bài giải tài chính quốc tế /  Nguyễn Văn Tiến","Nguyễn, Văn Tiến","Thống kê,",2010
1845,000002525,"Tài chính quốc tế /  Đinh Trọng Thịnh","Đinh, Trọng Thịnh","Tài chính,",2006
1846,000006079,"Tài chính quốc tế /  Nguyễn Văn Tiến","Nguyễn, Văn Tiến","Thống kê,",2007
1847,000002469,"Tài chính quốc tế /  Trần Ngọc Thơ ... [và những người khác]",,"Thống kê,",2001
1848,000002734,"Tài chính quốc tế : Ứng dụng excel cho các bài tập và giải pháp / Nguyễn Thị Ngọc Trang ... [và những người khác]",,"Thống kê,",2005
1849,000002257,"Tài chính quốc tế hiện đại trong nền kinh tế mở /  Nguyễn Văn Tiến","Nguyễn, Văn Tiến","Thống kê,",2001
1850,000005881,"Tài chính quốc tế hiện đại trong nền kinh tế mở : Đánh giá chính sách tỷ giá của Việt Nam sau 20 năm đổi mới / Nguyễn Văn Tiến","Nguyễn, Văn Tiến","Thống kê,",2005
1851,000011727,"Bài tập và bài giải thanh toán quốc tế : Sử dụng kèm theo quyển Thanh toán quốc tế của TS. Nguyễn Minh Kiều, NXB Thống Kê - 2006 / Nguyễn Minh Kiều ... [và những người khác]",,"Thống kê,",2006
1852,000001878,"Toán tài chính : Hệ thống lý thuyết - Bài tập - Bài giải / Bùi Hữu Phước","Bùi, Hữu Phước","Thống kê,",2008
1853,000001842,"Chiến tranh tiền tệ /  Song Hong Bing; Hồ Ngọc Minh, Nguyễn Giang Chi","Song, HongBing","Nxb. Trẻ,",2009
1854,000003062,"Phát triển thị trường dịch vụ tài chính Việt Nam trong tiến trình hội nhập /  Thái Bá Cẩn, Trần Nguyên Nam","Thái, Bá Cẩn","Tài chính,",2004
1855,000002746,"Sự thống nhất quốc tế về đo lường và các tiêu chuẩn vốn : Cấu trúc khung sửa đổi, phiên bản toàn diện năm 2006 / Khúc Quang Huy","Khúc, Quang Huy","Văn hóa thông tin,",2008
1857,000002581,"Quản trị Ngân hàng thương mại /  Trương Quang Thông","Trương, Quang Thông","Tài chính,",2010
1858,000002497,"Quản trị Ngân hàng thương mại /  Phan Thị Thu Hà, Nguyễn Thị Thu Thảo","Phan, Thị Thu Hà","Giao thông Vận tải,",2009
1859,000002464,"Quản trị Ngân hàng thương mại /  Nguyễn Thị Mùi ... [và những người khác]",,"Tài chính,",2008
1860,000003211,"Ngân hàng thế giới : Đi tìm mô hình phát triển và trường hợp Việt Nam / Jean - Pirre Cling, .. [và những người khác]",,"Tri thức,",2009
1861,000002936,"Tiền và hoạt động ngân hàng /  Lê Vinh Danh","Lê, Vinh Danh","Giao thông Vận tải,",2009
1862,000001915,"Nghiệp vụ ngân hàng thương mại : Lý thuyết và bài tập / Lê Thị Mận","Lê, Thị Mận","Lao động,",2010
1863,000001889,"Nghiệp vụ thanh toán qua ngân hàng : Chuỗi sách nghiệp vụ Ngân hàng thương mại / Nguyễn Minh Kiều","Nguyễn, Minh Kiều","Thống kê,",2010
1864,000002035,"Marketing Ngân hàng /  Trịnh Quốc Trung, Nguyễn Văn Sáu, Trần Hoàng Mai","Trịnh, Quốc Trung","Thống kê,",2008
1865,000001876,"Tín dụng ngân hàng /  Lê Văn Tề","Lê, Văn Tề","Giao thông Vận tải,",2009
1866,000004182,"Cẩm nang thanh toán quốc tế bằng L/C : Song ngữ Anh - Việt / Nguyễn Văn Tiến","Nguyễn, Văn Tiến","Thống kê,",2009
1867,000002214,"Tín dụng và thẩm định tín dụng ngân hàng /  Nguyễn Minh Kiều","Nguyễn, Minh Kiều","Tài chính,",2008
1868,000002560,"Tiền tệ, ngân hàng và thị trường tài chính /  Frederic S. Mishkin; Người dịch: Nguyễn Quang Cư, Nguyễn Đức Đủ","Mishkin, Frederic S.","Khoa học và kỹ thuật,",1999
1869,000002260,"Tiền tệ - ngân hàng /  Nguyễn Ninh Kiều","Nguyễn, Ninh Kiều","Thống kê,",1998
1870,000002180,"Tiền tệ ngân hàng thị trường tài chính /  Hoàng Kim","Hoàng, Kim","Tài chính,",2001
1871,000002074,"Tiền tệ và ngân hàng /  Lê Văn Tề, Ngô Hướng","Lê, Văn Tề","Thống kê,",2000
1872,000001903,"Ngân hàng trung ương : Các vai trò và các nghiệp vụ / Dương Hữu Hạnh","Dương, Hữu Hạnh","Lao động,",2010
1873,000002054,"Các nghiệp vụ ngân hàng thương mại /  Lê Văn Tư, Lê Tùng Vân, Lê Nam Hải","Lê, Văn Tư","Thống kê,",2000
1874,000001963,"Tiền tệ, tín dụng và ngân hàng /  Lê Văn Tư, Lê Tùng Vân, Lê Nam Hải","Lê, Văn Tư","Thống kê,",2001
1875,000003520,"Hỏi đáp thanh toán quốc tế / /  Nguyễn Văn Tiến ... [và những người khác]",,"Thống kê,",2010
1876,000003111,"Phân tích hoạt động đầu tư tài chính của doanh nghiệp /  Nguyễn Năng Phúc","Nguyễn, Năng Phúc","Tài chính,",2005
1877,000001902,"Nghiệp vụ thị trường tiền tệ /  Lê Hoàng Nga","Lê, Hoàng Nga","Tài chính,",2008
1878,000001957,"Cẩm nang thị trường ngoại hối và các giao dịch kinh doanh ngoại hối /  Nguyễn Văn Tiến","Nguyễn, Văn Tiến","Thống kê,",2001
1879,000001897,"Thị trường ngoại hối và các nghiệp vụ phái sinh : Lý thuyết và bài tập thực hành, thực tiễn ở Việt Nam / Nguyễn Văn Tiến ... [và những người khác]",,"Thống kê,",2010
1880,000002778,"Một số vấn đề về chính sách tỉ giá hối đoái cho mục tiêu phát triển kinh tế Việt Nam /  Lê Văn Tư, Nguyễn Quốc Khanh","Lê, Văn Tư","Thống kê,",2000
1881,000012095,"Quyết định dự toán vốn đầu tư : Phân tích kinh tế các dự án đầu tư / Harold Bierman ... [và những người khác]",,"Thống kê,",2001
1882,000002097,"Đầu tư tài chính /  Vũ Việt Hùng","Vũ, Việt Hùng","Khoa học và kỹ thuật,",2007
1883,000001944,"Đầu tư tài chính /  Vũ Việt Hùng","Vũ, Việt Hùng","Thống kê,",2003
1884,000012306,"Quản trị dự án đầu tư và quản trị tài chính doanh nghiệp có vốn đầu tư nước ngoài /  Đinh Trọng Thịnh","Đinh, Trọng Thịnh","Tài chính,",2006
1885,000003178,"Thị trường tài chính : Lý thuyết &amp; thực hành ứng dụng cho thị trường Việt Nam / Bùi Kim Yến, Nguyễn Minh Kiều","Bùi, Kim Yến","Thống kê,",2009
1886,000021103,"Sói già phố Wall /  Jordan Belfort; Nguyễn Xuân Hồng","Belfort, Jordan","Tri thức,",2009
1887,000011870,"Những quy định mới nhất về chứng khoán, thị trường chứng khoán, công ty đại chúng, phát hành cổ phiếu ra công chúng quản lý tài chính và cổ phần hóa doanh nghiệp /  Bộ Tài chính","Bộ Tài chính","Tài chính,",2007
1888,000002856,"Thị trường chứng khoán : Phân tích cơ bản / Trần Đăng Khâm","Trần, Đăng Khâm","Kinh tế quốc dân,",2009
1889,000002537,"Thị trường chứng khoán : Trò chơi và những thủ pháp làm giàu / Nguyễn Công Nghiệp","Nguyễn, Công Nghiệp","Thống kê,",2007
1890,000006248,"Quản lý và các nghiệp vụ giao dịch trên thị trường chứng khóan : Cẩm nang dành cho các nhà quản lý kinh doanh và đầu tư chứng khoán / Đinh Xuân Hạ","Đinh, Xuân Hạ","Thống kê,",1999
1891,000003198,"Cách kiếm tiền từ thị trường chứng khóan của Darvas : Tôi đã kiếm được hai triệu đô từ thị trường chứng khóan / Nicolas Darvas","Nicolas, Darvas","Thanh niên,",2008
1892,000002916,"WTO và hệ thống phân phối của Việt Nam /  Trung tâm Thông tin Công nghiệp và Thương mại","Bộ Công thương","Lao động,",2008
1893,000012019,"Đầu tư trực tiếp nước ngoài với công cuộc công nghiệp hóa, hiện đại hóa ở Việt Nam /  Nguyễn Trọng Xuân","Nguyễn, Trọng Xuân","Khoa học và kỹ thuật,",2002
1894,000002193,"Quản lý đầu tư trong doanh nghiệp /  Nguyễn Ngọc Mai","Nguyễn, Ngọc Mai","Khoa học và kỹ thuật,",2004
1895,000002515,"Cẩm nang sử dụng thư tín dụng - LC - Tuân thủ UCP 600 và ISBP 681 2007 ICC : Sách chuyên khảo / Đinh Xuân Trình","Đinh, Xuân Trình","Lao động - Xã hội,",2008
1896,000003618,"Kinh doanh bất động sản : Chuyên đề ""môi giới"" / Đặng Đức Thành ... [và những người khác]",,"Thanh niên,",2010
1897,000003620,"Kinh doanh bất động sản và mục tiêu trụ hạng /  Đặng Đức Thành, ..[và những người khác]",,"Thanh niên,",2010
1898,000012517,"Cơ sở khoa học môi trường /  Lưu Đức Hải","Lưu, Đức Hải","Đại học Quốc gia Hà Nội,",2001
